RecordTypeId,mbfc__Person__c,mbfc__Completion_Date__c,mbfc__Start_Date__c,mbfc__Context__c,mbfc__Category__c,mbfc__Affiliation__c,Archdpdx_Migration_Id__c
012Dx0000003p5DIAQ,003Dx00000nKjRpIAK,,2023-09-30,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjrpiak20230930faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjS0IAK,1978-01-05,,001Dx00001HwFFlIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjs0iak19780105incardinated
012Dx0000003p5DIAQ,,,2018-05-19,001Dx00001HwDsgIAF,Faculties,Faculties,none20180519faculties
012Dx0000003p5DIAQ,,2020-06-17,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),none20200617faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjS2IAK,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjs2iak19971129faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjS5IAK,,2015-10-24,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjs5iak20151024faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjS9IAK,,2017-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjs9iak20170701faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjSCIA0,,1984-06-09,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjscia019840609faculties
012Dx0000003p5DIAQ,003Dx00000nKjSHIA0,,2020-02-18,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjshia020200218faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjSNIA0,,2018-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsnia020180701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjSQIA0,,1989-07-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsqia019890715faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjSWIA0,,2019-10-06,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjswia020191006faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjSaIAK,,1986-11-07,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsaiak19861107faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjScIAK,2013-06-23,,,Ecclesial Affiliations,Incardinated,003dx00000nkjsciak20130623incardinated
012Dx0000003p5DIAQ,003Dx00000nKjScIAK,,1973-06-23,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsciak19730623faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjSiIAK,,2018-12-18,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsiiak20181218faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKimyIAC,,1993-10-25,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkimyiac19931025faculties
012Dx0000003p5DIAQ,003Dx00000nKinOIAS,,2006-12-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkinoias20061209faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKinVIAS,,2022-04-24,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkinvias20220424faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKinZIAS,,2021-12-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkinzias20211201faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKincIAC,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkinciac20111029faculties(diaconal)
012Dx0000003p5DIAQ,,1995-07-21,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),none19950721faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKinmIAC,,2018-06-02,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkinmiac20180602faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKinvIAC,1981-11-23,,001Dx00001HwFFqIAN,Ecclesial Affiliations,Incardinated,003dx00000nkinviac19811123incardinated
012Dx0000003p5DIAQ,003Dx00000nKinxIAC,,1998-10-23,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkinxiac19981023faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKio0IAC,2022-05-11,,001Dx00001HwDsgIAF,Faculties,Faculties (Restricted),003dx00000nkio0iac20220511faculties(restricted)
012Dx0000003p5AIAQ,003Dx00000nKio6IAC,1999-10-01,,001Dx00001HwFFXIA3,Ecclesial Affiliations,Incardinated,003dx00000nkio6iac19991001incardinated
012Dx0000003p5AIAQ,003Dx00000nKioEIAS,1984-01-01,,001Dx00001HwFEtIAN,Ecclesial Affiliations,Incardinated,003dx00000nkioeias19840101incardinated
012Dx0000003p5AIAQ,003Dx00000nKioEIAS,1995-07-01,,001Dx00001HwFFHIA3,Ecclesial Affiliations,Excardinated,003dx00000nkioeias19950701excardinated
012Dx0000003p5DIAQ,003Dx00000nKioRIAS,,2018-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkiorias20180701faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKioSIAS,2014-03-28,,001Dx00001HwFEFIA3,Ecclesial Affiliations,Incardinated,003dx00000nkiosias20140328incardinated
012Dx0000003p5DIAQ,003Dx00000nKioeIAC,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkioeiac20120609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiojIAC,,2014-02-28,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiojiac20140228faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKiokIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkiokiac19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKionIAC,,2020-02-18,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkioniac20200218faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKioxIAC,,2006-12-09,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkioxiac20061209faculties
012Dx0000003p5DIAQ,003Dx00000nKioxIAC,2014-06-02,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkioxiac20140602faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKipBIAS,,2022-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkipbias20220801faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKipHIAS,,2005-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiphias20051105faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKipIIAS,,2008-10-25,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkipiias20081025faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKipTIAS,,2002-12-23,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiptias20021223faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKipYIAS,,2017-09-13,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkipyias20170913faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKipZIAS,2006-08-15,,001Dx00001HwFF2IAN,Ecclesial Affiliations,Excardinated,003dx00000nkipzias20060815excardinated
012Dx0000003p5DIAQ,003Dx00000nKipZIAS,,2018-09-05,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkipzias20180905faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKipaIAC,,2021-09-10,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkipaiac20210910faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKipbIAC,,2023-10-28,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkipbiac20231028faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKipdIAC,,2022-09-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkipdiac20220901faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiphIAC,,2021-05-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkiphiac20210501faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKipwIAC,,2011-01-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkipwiac20110101faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKipyIAC,,1982-05-14,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkipyiac19820514faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKiq3IAC,,2008-10-25,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkiq3iac20081025faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjChIAK,,1981-09-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjchiak19810915faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjCwIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjcwiak19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjCxIAK,,2015-02-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjcxiak20150203faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjD2IAK,,1998-03-20,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjd2iak19980320faculties
012Dx0000003p5DIAQ,003Dx00000nKjD3IAK,,2011-05-21,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjd3iak20110521faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjD9IAK,2009-02-25,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjd9iak20090225faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjDAIA0,,2022-09-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdaia020220929faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjDCIA0,,2022-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjdcia020220701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjDMIA0,,2019-04-24,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjdmia020190424faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjDNIA0,,2022-09-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdnia020220929faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjDSIA0,,2005-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdsia020051105faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjDYIA0,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjdyia020120609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjDdIAK,,2024-01-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjddiak20240115faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjDlIAK,,2006-12-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdliak20061209faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjDoIAK,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjdoiak20090613faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjDtIAK,,2004-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdtiak20041101faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjDvIAK,,2004-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjdviak20041101faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjE7IAK,,2020-07-07,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkje7iak20200707faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjEDIA0,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjedia019000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjERIA0,,2019-04-03,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjeria020190403faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjEXIA0,,2018-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjexia020180701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjEZIA0,,1996-04-23,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjezia019960423faculties(diaconal)
012Dx0000003p5DIAQ,,2017-04-18,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),none20170418faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKjEkIAK,2006-08-08,,001Dx00001HwFFqIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjekiak20060808incardinated
012Dx0000003p5DIAQ,003Dx00000nKjFLIA0,,2015-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjflia020150605faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjFUIA0,,2021-06-26,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjfuia020210626faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjFWIA0,,2015-07-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjfwia020150715faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjFaIAK,,2023-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjfaiak20231015faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjFeIAK,,2016-06-04,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjfeiak20160604faculties(general)
